data,area,dose,num_dosi
2020-12-31,PAT,prima_dose,1583
2020-12-31,PAT,seconda_dose,0
2020-12-31,TOS,prima_dose,786
2020-12-31,TOS,seconda_dose,0
2020-12-31,FVG,prima_dose,1053
2020-12-31,FVG,seconda_dose,0
2020-12-31,SIC,prima_dose,821
2020-12-31,SIC,seconda_dose,0
2020-12-31,PIE,prima_dose,3879
2020-12-31,PIE,seconda_dose,0
2020-12-31,LIG,prima_dose,948
2020-12-31,LIG,seconda_dose,0
2020-12-31,SAR,prima_dose,32
2020-12-31,SAR,seconda_dose,0
2020-12-31,LOM,prima_dose,713
2020-12-31,LOM,seconda_dose,0
2020-12-31,EMR,prima_dose,2158
2020-12-31,EMR,seconda_dose,0
2021-01-01,UMB,prima_dose,269
2021-01-01,UMB,seconda_dose,0
2021-01-01,CAM,prima_dose,919
2021-01-01,CAM,seconda_dose,0
2021-01-01,SIC,prima_dose,690
2021-01-01,SIC,seconda_dose,0
2021-01-01,LOM,prima_dose,24
2021-01-01,LOM,seconda_dose,0
2021-01-01,PIE,prima_dose,1038
2021-01-01,PIE,seconda_dose,0
2021-01-01,SAR,prima_dose,30
2021-01-01,SAR,seconda_dose,0
2021-01-01,VEN,prima_dose,1524
2021-01-01,VEN,seconda_dose,0
2021-01-01,LAZ,prima_dose,3553
2021-01-01,LAZ,seconda_dose,0
2021-01-01,TOS,prima_dose,2368
2021-01-01,TOS,seconda_dose,0
2021-01-01,PAT,prima_dose,205
2021-01-01,PAT,seconda_dose,0
2021-01-01,PUG,prima_dose,146
2021-01-01,PUG,seconda_dose,0
2021-01-01,PAB,prima_dose,1
2021-01-01,PAB,seconda_dose,0
2021-01-01,LIG,prima_dose,144
2021-01-01,LIG,seconda_dose,0
2021-01-02,LIG,prima_dose,686
2021-01-02,LIG,seconda_dose,0
2021-01-02,TOS,prima_dose,3497
2021-01-02,TOS,seconda_dose,0
2021-01-02,PUG,prima_dose,2942
2021-01-02,PUG,seconda_dose,0
2021-01-02,MAR,prima_dose,453
2021-01-02,MAR,seconda_dose,0
2021-01-02,ABR,prima_dose,548
2021-01-02,ABR,seconda_dose,0
2021-01-02,PAB,prima_dose,91
2021-01-02,PAB,seconda_dose,0
2021-01-02,VDA,prima_dose,6
2021-01-02,VDA,seconda_dose,0
2021-01-02,BAS,prima_dose,940
2021-01-02,BAS,seconda_dose,0
2021-01-02,PIE,prima_dose,3538
2021-01-02,PIE,seconda_dose,0
2021-01-02,SAR,prima_dose,60
2021-01-02,SAR,seconda_dose,0
2021-01-02,LOM,prima_dose,199
2021-01-02,LOM,seconda_dose,0
2021-01-02,VEN,prima_dose,5742
2021-01-02,VEN,seconda_dose,0
2021-01-02,PAT,prima_dose,497
2021-01-02,PAT,seconda_dose,0
2021-01-02,UMB,prima_dose,301
2021-01-02,UMB,seconda_dose,0
2021-01-02,CAM,prima_dose,3674
2021-01-02,CAM,seconda_dose,0
2021-01-02,SIC,prima_dose,4273
2021-01-02,SIC,seconda_dose,0
2021-01-02,LAZ,prima_dose,6702
2021-01-02,LAZ,seconda_dose,0
2021-01-02,FVG,prima_dose,1217
2021-01-02,FVG,seconda_dose,0
2021-01-02,CAL,prima_dose,165
2021-01-02,CAL,seconda_dose,0
2021-01-02,EMR,prima_dose,2351
2021-01-02,EMR,seconda_dose,0
2021-01-03,ABR,prima_dose,471
2021-01-03,ABR,seconda_dose,0
2021-01-03,BAS,prima_dose,900
2021-01-03,BAS,seconda_dose,0
2021-01-03,LAZ,prima_dose,5250
2021-01-03,LAZ,seconda_dose,0
2021-01-03,CAL,prima_dose,6
2021-01-03,CAL,seconda_dose,0
2021-01-03,FVG,prima_dose,312
2021-01-03,FVG,seconda_dose,0
2021-01-03,UMB,prima_dose,267
2021-01-03,UMB,seconda_dose,0
2021-01-03,SIC,prima_dose,4440
2021-01-03,SIC,seconda_dose,0
2021-01-03,CAM,prima_dose,3835
2021-01-03,CAM,seconda_dose,0
2021-01-03,VEN,prima_dose,5156
2021-01-03,VEN,seconda_dose,0
2021-01-03,PAT,prima_dose,483
2021-01-03,PAT,seconda_dose,0
2021-01-03,TOS,prima_dose,3335
2021-01-03,TOS,seconda_dose,0
2021-01-03,PIE,prima_dose,3061
2021-01-03,PIE,seconda_dose,0
2021-01-03,SAR,prima_dose,90
2021-01-03,SAR,seconda_dose,0
2021-01-03,LIG,prima_dose,724
2021-01-03,LIG,seconda_dose,0
2021-01-03,LOM,prima_dose,852
2021-01-03,LOM,seconda_dose,0
2021-01-03,MAR,prima_dose,896
2021-01-03,MAR,seconda_dose,0
2021-01-03,PUG,prima_dose,2003
2021-01-03,PUG,seconda_dose,0
2021-01-03,EMR,prima_dose,2738
2021-01-03,EMR,seconda_dose,0
2021-01-04,SIC,prima_dose,7797
2021-01-04,SIC,seconda_dose,0
2021-01-04,LOM,prima_dose,5969
2021-01-04,LOM,seconda_dose,0
2021-01-04,FVG,prima_dose,1509
2021-01-04,FVG,seconda_dose,0
2021-01-04,CAM,prima_dose,5823
2021-01-04,CAM,seconda_dose,0
2021-01-04,PIE,prima_dose,5558
2021-01-04,PIE,seconda_dose,0
2021-01-04,SAR,prima_dose,590
2021-01-04,SAR,seconda_dose,0
2021-01-04,PAT,prima_dose,807
2021-01-04,PAT,seconda_dose,0
2021-01-04,CAL,prima_dose,981
2021-01-04,CAL,seconda_dose,0
2021-01-04,VEN,prima_dose,6725
2021-01-04,VEN,seconda_dose,0
2021-01-04,LAZ,prima_dose,7477
2021-01-04,LAZ,seconda_dose,0
2021-01-04,TOS,prima_dose,5063
2021-01-04,TOS,seconda_dose,0
2021-01-04,MOL,prima_dose,314
2021-01-04,MOL,seconda_dose,0
2021-01-04,PUG,prima_dose,4501
2021-01-04,PUG,seconda_dose,0
2021-01-04,MAR,prima_dose,1500
2021-01-04,MAR,seconda_dose,0
2021-01-04,LIG,prima_dose,2300
2021-01-04,LIG,seconda_dose,0
2021-01-04,PAB,prima_dose,467
2021-01-04,PAB,seconda_dose,0
2021-01-04,BAS,prima_dose,607
2021-01-04,BAS,seconda_dose,0
2021-01-04,ABR,prima_dose,1401
2021-01-04,ABR,seconda_dose,0
2021-01-04,VDA,prima_dose,142
2021-01-04,VDA,seconda_dose,0
2021-01-04,UMB,prima_dose,809
2021-01-04,UMB,seconda_dose,0
2021-01-04,EMR,prima_dose,7239
2021-01-04,EMR,seconda_dose,0
2021-01-05,ABR,prima_dose,1614
2021-01-05,ABR,seconda_dose,0
2021-01-05,PAB,prima_dose,819
2021-01-05,PAB,seconda_dose,0
2021-01-05,MOL,prima_dose,449
2021-01-05,MOL,seconda_dose,0
2021-01-05,VDA,prima_dose,150
2021-01-05,VDA,seconda_dose,0
2021-01-05,BAS,prima_dose,945
2021-01-05,BAS,seconda_dose,0
2021-01-05,CAL,prima_dose,1263
2021-01-05,CAL,seconda_dose,0
2021-01-05,SAR,prima_dose,1327
2021-01-05,SAR,seconda_dose,0
2021-01-05,VEN,prima_dose,7340
2021-01-05,VEN,seconda_dose,0
2021-01-05,CAM,prima_dose,7240
2021-01-05,CAM,seconda_dose,0
2021-01-05,SIC,prima_dose,9965
2021-01-05,SIC,seconda_dose,0
2021-01-05,UMB,prima_dose,850
2021-01-05,UMB,seconda_dose,0
2021-01-05,PAT,prima_dose,687
2021-01-05,PAT,seconda_dose,0
2021-01-05,LAZ,prima_dose,7369
2021-01-05,LAZ,seconda_dose,0
2021-01-05,LOM,prima_dose,7668
2021-01-05,LOM,seconda_dose,0
2021-01-05,FVG,prima_dose,1678
2021-01-05,FVG,seconda_dose,0
2021-01-05,PIE,prima_dose,5376
2021-01-05,PIE,seconda_dose,0
2021-01-05,LIG,prima_dose,2744
2021-01-05,LIG,seconda_dose,0
2021-01-05,TOS,prima_dose,5244
2021-01-05,TOS,seconda_dose,0
2021-01-05,PUG,prima_dose,5088
2021-01-05,PUG,seconda_dose,0
2021-01-05,MAR,prima_dose,1562
2021-01-05,MAR,seconda_dose,0
2021-01-05,EMR,prima_dose,9286
2021-01-05,EMR,seconda_dose,0
2021-01-06,LAZ,prima_dose,5094
2021-01-06,LAZ,seconda_dose,0
2021-01-06,CAL,prima_dose,917
2021-01-06,CAL,seconda_dose,0
2021-01-06,FVG,prima_dose,709
2021-01-06,FVG,seconda_dose,0
2021-01-06,UMB,prima_dose,843
2021-01-06,UMB,seconda_dose,0
2021-01-06,CAM,prima_dose,7652
2021-01-06,CAM,seconda_dose,0
2021-01-06,SIC,prima_dose,6143
2021-01-06,SIC,seconda_dose,0
2021-01-06,PAT,prima_dose,42
2021-01-06,PAT,seconda_dose,0
2021-01-06,PIE,prima_dose,3114
2021-01-06,PIE,seconda_dose,0
2021-01-06,TOS,prima_dose,4514
2021-01-06,TOS,seconda_dose,0
2021-01-06,LIG,prima_dose,1619
2021-01-06,LIG,seconda_dose,0
2021-01-06,SAR,prima_dose,1598
2021-01-06,SAR,seconda_dose,0
2021-01-06,VEN,prima_dose,8108
2021-01-06,VEN,seconda_dose,0
2021-01-06,LOM,prima_dose,6998
2021-01-06,LOM,seconda_dose,0
2021-01-06,MAR,prima_dose,2181
2021-01-06,MAR,seconda_dose,0
2021-01-06,PAB,prima_dose,59
2021-01-06,PAB,seconda_dose,0
2021-01-06,MOL,prima_dose,689
2021-01-06,MOL,seconda_dose,0
2021-01-06,PUG,prima_dose,3923
2021-01-06,PUG,seconda_dose,0
2021-01-06,VDA,prima_dose,65
2021-01-06,VDA,seconda_dose,0
2021-01-06,ABR,prima_dose,1830
2021-01-06,ABR,seconda_dose,0
2021-01-06,BAS,prima_dose,294
2021-01-06,BAS,seconda_dose,0
2021-01-06,EMR,prima_dose,8268
2021-01-06,EMR,seconda_dose,0
2021-01-07,MOL,prima_dose,598
2021-01-07,MOL,seconda_dose,0
2021-01-07,MAR,prima_dose,1802
2021-01-07,MAR,seconda_dose,0
2021-01-07,PAB,prima_dose,891
2021-01-07,PAB,seconda_dose,0
2021-01-07,PUG,prima_dose,5685
2021-01-07,PUG,seconda_dose,0
2021-01-07,VDA,prima_dose,275
2021-01-07,VDA,seconda_dose,0
2021-01-07,BAS,prima_dose,641
2021-01-07,BAS,seconda_dose,0
2021-01-07,ABR,prima_dose,1603
2021-01-07,ABR,seconda_dose,0
2021-01-07,UMB,prima_dose,1291
2021-01-07,UMB,seconda_dose,0
2021-01-07,CAL,prima_dose,2139
2021-01-07,CAL,seconda_dose,0
2021-01-07,LOM,prima_dose,11533
2021-01-07,LOM,seconda_dose,0
2021-01-07,FVG,prima_dose,2089
2021-01-07,FVG,seconda_dose,0
2021-01-07,CAM,prima_dose,8904
2021-01-07,CAM,seconda_dose,0
2021-01-07,SIC,prima_dose,8653
2021-01-07,SIC,seconda_dose,0
2021-01-07,PIE,prima_dose,5340
2021-01-07,PIE,seconda_dose,0
2021-01-07,LIG,prima_dose,2926
2021-01-07,LIG,seconda_dose,0
2021-01-07,SAR,prima_dose,3097
2021-01-07,SAR,seconda_dose,0
2021-01-07,VEN,prima_dose,8356
2021-01-07,VEN,seconda_dose,0
2021-01-07,PAT,prima_dose,1267
2021-01-07,PAT,seconda_dose,0
2021-01-07,LAZ,prima_dose,7718
2021-01-07,LAZ,seconda_dose,0
2021-01-07,TOS,prima_dose,6003
2021-01-07,TOS,seconda_dose,0
2021-01-07,EMR,prima_dose,10224
2021-01-07,EMR,seconda_dose,0
2021-01-08,VDA,prima_dose,299
2021-01-08,VDA,seconda_dose,0
2021-01-08,BAS,prima_dose,557
2021-01-08,BAS,seconda_dose,0
2021-01-08,SAR,prima_dose,3251
2021-01-08,SAR,seconda_dose,0
2021-01-08,CAL,prima_dose,2065
2021-01-08,CAL,seconda_dose,0
2021-01-08,VEN,prima_dose,9392
2021-01-08,VEN,seconda_dose,0
2021-01-08,LAZ,prima_dose,7703
2021-01-08,LAZ,seconda_dose,0
2021-01-08,UMB,prima_dose,1171
2021-01-08,UMB,seconda_dose,0
2021-01-08,PAT,prima_dose,1439
2021-01-08,PAT,seconda_dose,0
2021-01-08,SIC,prima_dose,7885
2021-01-08,SIC,seconda_dose,0
2021-01-08,CAM,prima_dose,10453
2021-01-08,CAM,seconda_dose,0
2021-01-08,LOM,prima_dose,12492
2021-01-08,LOM,seconda_dose,0
2021-01-08,FVG,prima_dose,2319
2021-01-08,FVG,seconda_dose,0
2021-01-08,PIE,prima_dose,5525
2021-01-08,PIE,seconda_dose,0
2021-01-08,LIG,prima_dose,2686
2021-01-08,LIG,seconda_dose,0
2021-01-08,TOS,prima_dose,5943
2021-01-08,TOS,seconda_dose,0
2021-01-08,PUG,prima_dose,5461
2021-01-08,PUG,seconda_dose,0
2021-01-08,MAR,prima_dose,1574
2021-01-08,MAR,seconda_dose,0
2021-01-08,MOL,prima_dose,429
2021-01-08,MOL,seconda_dose,0
2021-01-08,PAB,prima_dose,1471
2021-01-08,PAB,seconda_dose,0
2021-01-08,ABR,prima_dose,1525
2021-01-08,ABR,seconda_dose,0
2021-01-08,EMR,prima_dose,10772
2021-01-08,EMR,seconda_dose,0
2021-01-09,LIG,prima_dose,1304
2021-01-09,LIG,seconda_dose,0
2021-01-09,TOS,prima_dose,4481
2021-01-09,TOS,seconda_dose,0
2021-01-09,LOM,prima_dose,12306
2021-01-09,LOM,seconda_dose,0
2021-01-09,PAT,prima_dose,183
2021-01-09,PAT,seconda_dose,0
2021-01-09,VEN,prima_dose,7909
2021-01-09,VEN,seconda_dose,0
2021-01-09,MAR,prima_dose,1709
2021-01-09,MAR,seconda_dose,0
2021-01-09,MOL,prima_dose,450
2021-01-09,MOL,seconda_dose,0
2021-01-09,PAB,prima_dose,595
2021-01-09,PAB,seconda_dose,0
2021-01-09,PUG,prima_dose,4812
2021-01-09,PUG,seconda_dose,0
2021-01-09,VDA,prima_dose,443
2021-01-09,VDA,seconda_dose,0
2021-01-09,ABR,prima_dose,1483
2021-01-09,ABR,seconda_dose,0
2021-01-09,BAS,prima_dose,558
2021-01-09,BAS,seconda_dose,0
2021-01-09,LAZ,prima_dose,6286
2021-01-09,LAZ,seconda_dose,0
2021-01-09,FVG,prima_dose,2512
2021-01-09,FVG,seconda_dose,0
2021-01-09,CAL,prima_dose,1877
2021-01-09,CAL,seconda_dose,0
2021-01-09,PIE,prima_dose,6208
2021-01-09,PIE,seconda_dose,0
2021-01-09,SAR,prima_dose,4018
2021-01-09,SAR,seconda_dose,0
2021-01-09,SIC,prima_dose,6985
2021-01-09,SIC,seconda_dose,0
2021-01-09,UMB,prima_dose,1694
2021-01-09,UMB,seconda_dose,0
2021-01-09,CAM,prima_dose,10561
2021-01-09,CAM,seconda_dose,0
2021-01-09,EMR,prima_dose,9780
2021-01-09,EMR,seconda_dose,0
2021-01-10,ABR,prima_dose,1139
2021-01-10,ABR,seconda_dose,0
2021-01-10,VDA,prima_dose,220
2021-01-10,VDA,seconda_dose,0
2021-01-10,BAS,prima_dose,77
2021-01-10,BAS,seconda_dose,0
2021-01-10,UMB,prima_dose,1038
2021-01-10,UMB,seconda_dose,0
2021-01-10,CAL,prima_dose,828
2021-01-10,CAL,seconda_dose,0
2021-01-10,LAZ,prima_dose,4032
2021-01-10,LAZ,seconda_dose,0
2021-01-10,FVG,prima_dose,2937
2021-01-10,FVG,seconda_dose,0
2021-01-10,CAM,prima_dose,8163
2021-01-10,CAM,seconda_dose,0
2021-01-10,SIC,prima_dose,3500
2021-01-10,SIC,seconda_dose,0
2021-01-10,PIE,prima_dose,5197
2021-01-10,PIE,seconda_dose,0
2021-01-10,LIG,prima_dose,572
2021-01-10,LIG,seconda_dose,0
2021-01-10,SAR,prima_dose,2178
2021-01-10,SAR,seconda_dose,0
2021-01-10,LOM,prima_dose,10498
2021-01-10,LOM,seconda_dose,0
2021-01-10,VEN,prima_dose,5012
2021-01-10,VEN,seconda_dose,0
2021-01-10,PAT,prima_dose,84
2021-01-10,PAT,seconda_dose,0
2021-01-10,TOS,prima_dose,2998
2021-01-10,TOS,seconda_dose,0
2021-01-10,MOL,prima_dose,269
2021-01-10,MOL,seconda_dose,0
2021-01-10,MAR,prima_dose,1737
2021-01-10,MAR,seconda_dose,0
2021-01-10,PAB,prima_dose,2
2021-01-10,PAB,seconda_dose,0
2021-01-10,PUG,prima_dose,2331
2021-01-10,PUG,seconda_dose,0
2021-01-10,EMR,prima_dose,7098
2021-01-10,EMR,seconda_dose,0
2021-01-11,CAL,prima_dose,2111
2021-01-11,CAL,seconda_dose,0
2021-01-11,VEN,prima_dose,7200
2021-01-11,VEN,seconda_dose,0
2021-01-11,UMB,prima_dose,1268
2021-01-11,UMB,seconda_dose,0
2021-01-11,LAZ,prima_dose,5519
2021-01-11,LAZ,seconda_dose,0
2021-01-11,TOS,prima_dose,5087
2021-01-11,TOS,seconda_dose,0
2021-01-11,PAT,prima_dose,722
2021-01-11,PAT,seconda_dose,0
2021-01-11,CAM,prima_dose,4063
2021-01-11,CAM,seconda_dose,0
2021-01-11,SIC,prima_dose,5708
2021-01-11,SIC,seconda_dose,0
2021-01-11,LOM,prima_dose,15745
2021-01-11,LOM,seconda_dose,0
2021-01-11,FVG,prima_dose,1872
2021-01-11,FVG,seconda_dose,0
2021-01-11,PIE,prima_dose,8724
2021-01-11,PIE,seconda_dose,0
2021-01-11,SAR,prima_dose,1180
2021-01-11,SAR,seconda_dose,0
2021-01-11,PUG,prima_dose,3724
2021-01-11,PUG,seconda_dose,0
2021-01-11,MAR,prima_dose,1176
2021-01-11,MAR,seconda_dose,0
2021-01-11,LIG,prima_dose,2412
2021-01-11,LIG,seconda_dose,0
2021-01-11,MOL,prima_dose,557
2021-01-11,MOL,seconda_dose,0
2021-01-11,PAB,prima_dose,1413
2021-01-11,PAB,seconda_dose,0
2021-01-11,ABR,prima_dose,1551
2021-01-11,ABR,seconda_dose,0
2021-01-11,VDA,prima_dose,325
2021-01-11,VDA,seconda_dose,0
2021-01-11,BAS,prima_dose,182
2021-01-11,BAS,seconda_dose,0
2021-01-11,EMR,prima_dose,9217
2021-01-11,EMR,seconda_dose,0
2021-01-12,PUG,prima_dose,4135
2021-01-12,PUG,seconda_dose,0
2021-01-12,MAR,prima_dose,1226
2021-01-12,MAR,seconda_dose,0
2021-01-12,MOL,prima_dose,336
2021-01-12,MOL,seconda_dose,0
2021-01-12,PAB,prima_dose,1474
2021-01-12,PAB,seconda_dose,0
2021-01-12,ABR,prima_dose,1804
2021-01-12,ABR,seconda_dose,0
2021-01-12,VDA,prima_dose,300
2021-01-12,VDA,seconda_dose,0
2021-01-12,BAS,prima_dose,215
2021-01-12,BAS,seconda_dose,0
2021-01-12,LAZ,prima_dose,5354
2021-01-12,LAZ,seconda_dose,0
2021-01-12,FVG,prima_dose,2248
2021-01-12,FVG,seconda_dose,0
2021-01-12,CAL,prima_dose,2018
2021-01-12,CAL,seconda_dose,0
2021-01-12,PIE,prima_dose,9969
2021-01-12,PIE,seconda_dose,0
2021-01-12,SAR,prima_dose,865
2021-01-12,SAR,seconda_dose,0
2021-01-12,UMB,prima_dose,784
2021-01-12,UMB,seconda_dose,0
2021-01-12,CAM,prima_dose,5212
2021-01-12,CAM,seconda_dose,0
2021-01-12,SIC,prima_dose,4067
2021-01-12,SIC,seconda_dose,0
2021-01-12,LIG,prima_dose,2143
2021-01-12,LIG,seconda_dose,0
2021-01-12,TOS,prima_dose,3580
2021-01-12,TOS,seconda_dose,0
2021-01-12,LOM,prima_dose,19252
2021-01-12,LOM,seconda_dose,0
2021-01-12,VEN,prima_dose,5188
2021-01-12,VEN,seconda_dose,0
2021-01-12,PAT,prima_dose,494
2021-01-12,PAT,seconda_dose,0
2021-01-12,EMR,prima_dose,9276
2021-01-12,EMR,seconda_dose,0
2021-01-13,UMB,prima_dose,450
2021-01-13,UMB,seconda_dose,0
2021-01-13,LAZ,prima_dose,5482
2021-01-13,LAZ,seconda_dose,0
2021-01-13,CAL,prima_dose,1991
2021-01-13,CAL,seconda_dose,0
2021-01-13,PIE,prima_dose,10018
2021-01-13,PIE,seconda_dose,0
2021-01-13,SAR,prima_dose,572
2021-01-13,SAR,seconda_dose,0
2021-01-13,LIG,prima_dose,2621
2021-01-13,LIG,seconda_dose,0
2021-01-13,SIC,prima_dose,4897
2021-01-13,SIC,seconda_dose,0
2021-01-13,CAM,prima_dose,7998
2021-01-13,CAM,seconda_dose,0
2021-01-13,LOM,prima_dose,24833
2021-01-13,LOM,seconda_dose,0
2021-01-13,VEN,prima_dose,5945
2021-01-13,VEN,seconda_dose,0
2021-01-13,PAT,prima_dose,414
2021-01-13,PAT,seconda_dose,0
2021-01-13,TOS,prima_dose,4060
2021-01-13,TOS,seconda_dose,0
2021-01-13,FVG,prima_dose,2635
2021-01-13,FVG,seconda_dose,0
2021-01-13,PAB,prima_dose,1405
2021-01-13,PAB,seconda_dose,0
2021-01-13,MAR,prima_dose,2105
2021-01-13,MAR,seconda_dose,0
2021-01-13,MOL,prima_dose,472
